,tab_name,col_name,val
193,course,id,beng187b
194,course,id,beng187c
195,course,id,beng187d
196,course,id,beng189
197,course,id,beng191
198,course,id,beng193
199,course,id,beng199
200,course,id,beng2
201,course,id,beng202
202,course,id,beng203
203,course,id,beng207
204,course,id,beng208
205,course,id,beng211
206,course,id,beng212
207,course,id,beng213
208,course,id,beng221
209,course,id,beng223
210,course,id,beng224
211,course,id,beng225
212,course,id,beng226
213,course,id,beng227
214,course,id,beng230a
215,course,id,beng230b
216,course,id,beng230c
217,course,id,beng230d
218,course,id,beng232
219,course,id,beng233
220,course,id,beng234
221,course,id,beng235
222,course,id,beng238
223,course,id,beng241a
224,course,id,beng241b
225,course,id,beng241c
226,course,id,beng242
227,course,id,beng247a
228,course,id,beng247b
229,course,id,beng247c
230,course,id,beng254
231,course,id,beng267
232,course,id,beng276
233,course,id,beng278
234,course,id,beng280a
235,course,id,beng280b
236,course,id,beng280c
237,course,id,beng281
238,course,id,beng282
239,course,id,beng283
240,course,id,beng285
241,course,id,beng291
242,course,id,beng292
243,course,id,beng294a
244,course,id,beng294b
245,course,id,beng294c
246,course,id,beng295
247,course,id,beng296
248,course,id,beng298l
249,course,id,beng299
250,course,id,beng500
251,course,id,beng501
252,course,id,beng87
253,course,id,beng91
254,course,id,beng99
255,course,id,beng99h
256,course,id,biom200a
257,course,id,biom200b
258,course,id,biom201
259,course,id,biom202
260,course,id,biom209
261,course,id,biom218
262,course,id,biom219
263,course,id,biom222
264,course,id,biom224
265,course,id,biom225
266,course,id,biom226
267,course,id,biom227
268,course,id,biom228
269,course,id,biom229
270,course,id,biom232
271,course,id,biom233
272,course,id,biom234
273,course,id,biom235
274,course,id,biom240
275,course,id,biom242
276,course,id,biom246
277,course,id,biom252
278,course,id,biom253
279,course,id,biom254
280,course,id,biom255
281,course,id,biom262
282,course,id,biom264
283,course,id,biom266
284,course,id,biom267
285,course,id,biom272
286,course,id,biom273
287,course,id,biom274
288,course,id,biom275
289,course,id,biom276
290,course,id,biom277
291,course,id,biom283
292,course,id,biom285
293,course,id,biom287
294,course,id,biom297
295,course,id,biom298
296,course,id,biom299
297,course,id,cat1
298,course,id,cat124
299,course,id,cat125
300,course,id,cat192
301,course,id,cat195
302,course,id,cat197
303,course,id,cat198
304,course,id,cat199
305,course,id,cat2
306,course,id,cat24
307,course,id,cat3
308,course,id,cat87
309,course,id,cat98
310,course,id,ccs101
311,course,id,ccs102
312,course,id,ccs123
313,course,id,ceng100
314,course,id,ceng101a
315,course,id,ceng101b
316,course,id,ceng101c
317,course,id,ceng102
318,course,id,ceng113
319,course,id,ceng114
320,course,id,ceng120
321,course,id,ceng122
322,course,id,ceng124a
323,course,id,ceng124b
324,course,id,ceng134
325,course,id,ceng15
326,course,id,ceng157
327,course,id,ceng15r
328,course,id,ceng175
329,course,id,ceng176a
330,course,id,ceng176b
331,course,id,ceng199
332,course,id,ceng205
333,course,id,ceng207
334,course,id,ceng208
335,course,id,ceng210a
336,course,id,ceng221a
337,course,id,ceng221b
338,course,id,ceng230
339,course,id,ceng251
340,course,id,ceng252
341,course,id,ceng253
342,course,id,ceng254
343,course,id,ceng255
344,course,id,ceng256
345,course,id,ceng257
346,course,id,ceng273
347,course,id,ceng296
348,course,id,ceng299
349,course,id,ceng4
350,course,id,cgs100a
351,course,id,cgs100b
352,course,id,cgs105
353,course,id,cgs106
354,course,id,cgs108
355,course,id,cgs110
356,course,id,cgs111
357,course,id,cgs112
358,course,id,cgs113
359,course,id,cgs114
360,course,id,cgs117
361,course,id,cgs118
362,course,id,cgs119
363,course,id,cgs120
364,course,id,cgs121
365,course,id,cgs122
366,course,id,cgs123
367,course,id,cgs124
368,course,id,cgs125
369,course,id,cgs126
370,course,id,cgs128
371,course,id,cgs137
372,course,id,cgs147
373,course,id,cgs150
374,course,id,cgs165
375,course,id,cgs187
376,course,id,cgs190
377,course,id,cgs196a
378,course,id,cgs196b
379,course,id,cgs200
380,course,id,cgs208
381,course,id,cgs280
382,course,id,cgs299
383,course,id,cgs2a
384,course,id,cgs2b
385,course,id,cgs500
386,course,id,cgs87
387,course,id,chem1
388,course,id,chem100a
389,course,id,chem100b
390,course,id,chem104
391,course,id,chem105a
392,course,id,chem105b
393,course,id,chem108
394,course,id,chem109
395,course,id,chem11
396,course,id,chem111
397,course,id,chem113
398,course,id,chem114a
399,course,id,chem114b
400,course,id,chem114c
401,course,id,chem114d
402,course,id,chem115
403,course,id,chem116
404,course,id,chem118
405,course,id,chem119
406,course,id,chem12
407,course,id,chem120a
408,course,id,chem120b
409,course,id,chem123
410,course,id,chem126a
411,course,id,chem126b
412,course,id,chem13
413,course,id,chem130
414,course,id,chem131
415,course,id,chem132
416,course,id,chem134
417,course,id,chem135
418,course,id,chem141
419,course,id,chem142
420,course,id,chem143b
421,course,id,chem143c
422,course,id,chem143d
423,course,id,chem151
424,course,id,chem152
425,course,id,chem154
426,course,id,chem155
427,course,id,chem156
428,course,id,chem157
429,course,id,chem158
430,course,id,chem165
431,course,id,chem166
432,course,id,chem168
433,course,id,chem171
434,course,id,chem172
435,course,id,chem173
436,course,id,chem174
437,course,id,chem185
438,course,id,chem186
439,course,id,chem187
440,course,id,chem188
441,course,id,chem190
442,course,id,chem192
443,course,id,chem194
444,course,id,chem195
445,course,id,chem196
446,course,id,chem197
447,course,id,chem199
448,course,id,chem209
449,course,id,chem210
450,course,id,chem212
451,course,id,chem213a
452,course,id,chem213b
453,course,id,chem214
454,course,id,chem215
455,course,id,chem216
456,course,id,chem217
457,course,id,chem219a
458,course,id,chem219b
459,course,id,chem219c
460,course,id,chem221
461,course,id,chem222
462,course,id,chem223
463,course,id,chem224
464,course,id,chem225
465,course,id,chem227
466,course,id,chem228
467,course,id,chem230a
468,course,id,chem231
469,course,id,chem232a
470,course,id,chem235
471,course,id,chem236
472,course,id,chem239
473,course,id,chem240
474,course,id,chem241
475,course,id,chem242
476,course,id,chem246
477,course,id,chem250
478,course,id,chem251
479,course,id,chem252
480,course,id,chem253
481,course,id,chem254
482,course,id,chem255
483,course,id,chem256
484,course,id,chem257
485,course,id,chem258
486,course,id,chem267
487,course,id,chem270a
488,course,id,chem271
489,course,id,chem273
490,course,id,chem285
491,course,id,chem286
492,course,id,chem290
493,course,id,chem291
494,course,id,chem294
495,course,id,chem295
496,course,id,chem296
497,course,id,chem297
498,course,id,chem298
499,course,id,chem299
500,course,id,chem4
501,course,id,chem40a
502,course,id,chem40ah
503,course,id,chem40b
504,course,id,chem40bh
505,course,id,chem40c
506,course,id,chem40ch
507,course,id,chem43a
508,course,id,chem43am
509,course,id,chem500
510,course,id,chem509
511,course,id,chem6a
512,course,id,chem6ah
513,course,id,chem6b
514,course,id,chem6bh
515,course,id,chem6c
516,course,id,chem6ch
517,course,id,chem7lm
518,course,id,chem87
519,course,id,chem96
520,course,id,chem99
521,course,id,chem99h
522,course,id,clas-196
523,course,id,clin227a
524,course,id,clin227b
525,course,id,clin228
526,course,id,clin294
527,course,id,clin296
528,course,id,clre230
529,course,id,clre231
530,course,id,clre232
531,course,id,clre233
532,course,id,clre234
533,course,id,clre235
534,course,id,clre236
535,course,id,clre237
536,course,id,clre238
537,course,id,clre250
538,course,id,clre251
539,course,id,clre252
540,course,id,clre253
541,course,id,clre254
542,course,id,clre255
543,course,id,clre256
544,course,id,clre257
545,course,id,clre258
546,course,id,clre259
547,course,id,clre260
548,course,id,clre262
549,course,id,clre263
550,course,id,clre264
551,course,id,clre265
552,course,id,clre267
553,course,id,clre268
554,course,id,clre270
555,course,id,clre297
556,course,id,clre298
557,course,id,cogs1
558,course,id,cogs10
559,course,id,cogs100
560,course,id,cogs101a
561,course,id,cogs101b
562,course,id,cogs101c
563,course,id,cogs102a
564,course,id,cogs102b
565,course,id,cogs102c
566,course,id,cogs107a
567,course,id,cogs107b
568,course,id,cogs107c
569,course,id,cogs108
570,course,id,cogs109
571,course,id,cogs11
572,course,id,cogs115
573,course,id,cogs116
574,course,id,cogs118a
575,course,id,cogs118b
576,course,id,cogs118c
577,course,id,cogs118d
578,course,id,cogs119
579,course,id,cogs12
580,course,id,cogs120
581,course,id,cogs121
582,course,id,cogs122
583,course,id,cogs123
584,course,id,cogs124
585,course,id,cogs125
586,course,id,cogs126
587,course,id,cogs127
588,course,id,cogs128
589,course,id,cogs13
590,course,id,cogs137
591,course,id,cogs138
592,course,id,cogs142
593,course,id,cogs143
594,course,id,cogs144
595,course,id,cogs14a
596,course,id,cogs14b
597,course,id,cogs15
598,course,id,cogs151
599,course,id,cogs152
600,course,id,cogs154
601,course,id,cogs155
602,course,id,cogs160
603,course,id,cogs165
604,course,id,cogs17
605,course,id,cogs172
606,course,id,cogs174
607,course,id,cogs175
608,course,id,cogs176
609,course,id,cogs177
610,course,id,cogs178
611,course,id,cogs179
612,course,id,cogs18
613,course,id,cogs180
614,course,id,cogs181
615,course,id,cogs182
616,course,id,cogs184
617,course,id,cogs185
618,course,id,cogs186
619,course,id,cogs187a
620,course,id,cogs187b
621,course,id,cogs188
622,course,id,cogs189
623,course,id,cogs190a
624,course,id,cogs190b
625,course,id,cogs190c
626,course,id,cogs190d
627,course,id,cogs195
628,course,id,cogs197
629,course,id,cogs198
630,course,id,cogs199
631,course,id,cogs2
632,course,id,cogs200
633,course,id,cogs201
634,course,id,cogs203
635,course,id,cogs205
636,course,id,cogs209
637,course,id,cogs210a
638,course,id,cogs211a
639,course,id,cogs219
640,course,id,cogs225
641,course,id,cogs229
642,course,id,cogs230
643,course,id,cogs231
644,course,id,cogs234
645,course,id,cogs241
646,course,id,cogs243
647,course,id,cogs278
648,course,id,cogs279
649,course,id,cogs280
650,course,id,cogs281
651,course,id,cogs283
652,course,id,cogs290
653,course,id,cogs298
654,course,id,cogs299
655,course,id,cogs3
656,course,id,cogs87
657,course,id,cogs9
658,course,id,cogs90
659,course,id,cogs91
660,course,id,cogs99
661,course,id,comm10
662,course,id,comm100a
663,course,id,comm100b
664,course,id,comm100c
665,course,id,comm101d
666,course,id,comm101e
667,course,id,comm101k
668,course,id,comm101m
669,course,id,comm101n
670,course,id,comm101t
671,course,id,comm102c
672,course,id,comm102d
673,course,id,comm102m
674,course,id,comm102p
675,course,id,comm102t
676,course,id,comm103d
677,course,id,comm103e
678,course,id,comm103f
679,course,id,comm104d
680,course,id,comm104e
681,course,id,comm104f
682,course,id,comm104g
683,course,id,comm105g
684,course,id,comm105m
685,course,id,comm105p
686,course,id,comm106a
687,course,id,comm106c
688,course,id,comm106f
689,course,id,comm106g
690,course,id,comm106i
691,course,id,comm106t
692,course,id,comm106v
693,course,id,comm107
694,course,id,comm108a
695,course,id,comm108d
696,course,id,comm108g
697,course,id,comm109d
698,course,id,comm109n
699,course,id,comm109p
700,course,id,comm110g
701,course,id,comm110m
702,course,id,comm110p
703,course,id,comm110t
704,course,id,comm111a
705,course,id,comm111b
706,course,id,comm111c
707,course,id,comm111f
708,course,id,comm111g
709,course,id,comm111p
710,course,id,comm112c
711,course,id,comm112g
712,course,id,comm113t
713,course,id,comm114c
714,course,id,comm114d
715,course,id,comm114e
716,course,id,comm114f
717,course,id,comm114g
718,course,id,comm114i
719,course,id,comm114j
720,course,id,comm114k
721,course,id,comm114m
722,course,id,comm114n
723,course,id,comm114p
724,course,id,comm114t
725,course,id,comm120i
726,course,id,comm120n
727,course,id,comm120p
728,course,id,comm120w
729,course,id,comm124a
730,course,id,comm124b
731,course,id,comm126
732,course,id,comm127
733,course,id,comm129
734,course,id,comm130
735,course,id,comm132
736,course,id,comm133
737,course,id,comm134
738,course,id,comm135
739,course,id,comm136
740,course,id,comm137
741,course,id,comm138
742,course,id,comm140
743,course,id,comm143
744,course,id,comm144
745,course,id,comm145
746,course,id,comm146
747,course,id,comm151
748,course,id,comm153
749,course,id,comm155
750,course,id,comm156
751,course,id,comm158
752,course,id,comm159
753,course,id,comm160
754,course,id,comm162
755,course,id,comm163
756,course,id,comm164
757,course,id,comm166
758,course,id,comm168
759,course,id,comm170
760,course,id,comm171
761,course,id,comm172
762,course,id,comm173
763,course,id,comm174
764,course,id,comm175
765,course,id,comm176
766,course,id,comm177
767,course,id,comm180
768,course,id,comm181
769,course,id,comm182
770,course,id,comm183
771,course,id,comm184
772,course,id,comm190
773,course,id,comm194
774,course,id,comm196a
775,course,id,comm196b
776,course,id,comm198
777,course,id,comm199
778,course,id,comm87
779,course,id,cse-222a
780,course,id,cse100
781,course,id,cse101
782,course,id,cse103
783,course,id,cse105
784,course,id,cse106
785,course,id,cse107
786,course,id,cse11
787,course,id,cse112
788,course,id,cse113
789,course,id,cse118
790,course,id,cse12
791,course,id,cse120
792,course,id,cse123
793,course,id,cse124
794,course,id,cse125
795,course,id,cse127
796,course,id,cse130
797,course,id,cse131
798,course,id,cse132a
799,course,id,cse132b
800,course,id,cse134b
801,course,id,cse135
802,course,id,cse136
803,course,id,cse140
804,course,id,cse140l
805,course,id,cse141
806,course,id,cse141l
807,course,id,cse142
808,course,id,cse142l
809,course,id,cse143
810,course,id,cse145
811,course,id,cse148
812,course,id,cse150a
813,course,id,cse150b
814,course,id,cse151a
815,course,id,cse151b
816,course,id,cse152a
817,course,id,cse152b
818,course,id,cse156
819,course,id,cse158
820,course,id,cse15l
821,course,id,cse160
822,course,id,cse163
823,course,id,cse164
824,course,id,cse165
825,course,id,cse166
826,course,id,cse167
827,course,id,cse168
828,course,id,cse169
829,course,id,cse170
830,course,id,cse176a
831,course,id,cse176e
832,course,id,cse180
833,course,id,cse180r
834,course,id,cse181
835,course,id,cse182
836,course,id,cse184
837,course,id,cse185
838,course,id,cse190
839,course,id,cse192
840,course,id,cse193
841,course,id,cse195
842,course,id,cse197
843,course,id,cse198
844,course,id,cse199
845,course,id,cse199h
846,course,id,cse20
847,course,id,cse200
848,course,id,cse201a
849,course,id,cse202
850,course,id,cse203a
851,course,id,cse203b
852,course,id,cse205a
853,course,id,cse206a
854,course,id,cse207
855,course,id,cse208
856,course,id,cse21
857,course,id,cse210
858,course,id,cse211
859,course,id,cse216
860,course,id,cse218
861,course,id,cse219
862,course,id,cse221
863,course,id,cse222b
864,course,id,cse223b
865,course,id,cse224
866,course,id,cse227
867,course,id,cse230
868,course,id,cse231
869,course,id,cse232
870,course,id,cse232b
871,course,id,cse233
872,course,id,cse237a
873,course,id,cse237b
874,course,id,cse237c
875,course,id,cse237d
876,course,id,cse240a
877,course,id,cse240b
878,course,id,cse240c
879,course,id,cse241a
880,course,id,cse243a
881,course,id,cse244a
882,course,id,cse245
883,course,id,cse248
884,course,id,cse250a
885,course,id,cse251a
886,course,id,cse251b
887,course,id,cse251c
888,course,id,cse252a
889,course,id,cse252b
890,course,id,cse252d
891,course,id,cse254
892,course,id,cse255
893,course,id,cse256
894,course,id,cse257
895,course,id,cse258
896,course,id,cse258a
897,course,id,cse259
898,course,id,cse260
899,course,id,cse262
900,course,id,cse272
901,course,id,cse276a
902,course,id,cse276b
903,course,id,cse276c
904,course,id,cse276d
905,course,id,cse276e
906,course,id,cse280a
907,course,id,cse282
908,course,id,cse283
909,course,id,cse284
910,course,id,cse292
911,course,id,cse293
912,course,id,cse294
913,course,id,cse298
914,course,id,cse299
915,course,id,cse3
916,course,id,cse30
917,course,id,cse42
918,course,id,cse4gs
919,course,id,cse599
920,course,id,cse6gs
921,course,id,cse86
922,course,id,cse87
923,course,id,cse8a
924,course,id,cse8b
925,course,id,cse90
926,course,id,cse91
927,course,id,cse99
928,course,id,css1
929,course,id,css100
930,course,id,css2
931,course,id,doc1
932,course,id,doc100d
933,course,id,doc2
934,course,id,doc3
935,course,id,dsc10
936,course,id,dsc100
937,course,id,dsc102
938,course,id,dsc104
939,course,id,dsc106
940,course,id,dsc120
941,course,id,dsc140a
942,course,id,dsc155
943,course,id,dsc160
944,course,id,dsc161
945,course,id,dsc167
946,course,id,dsc170
947,course,id,dsc180a
948,course,id,dsc180b
949,course,id,dsc190
950,course,id,dsc191
951,course,id,dsc198
952,course,id,dsc199
953,course,id,dsc20
954,course,id,dsc290
955,course,id,dsc291
956,course,id,dsc30
957,course,id,dsc40a
958,course,id,dsc40b
959,course,id,dsc500
960,course,id,dsc599
961,course,id,dsc90
962,course,id,dsc95
963,course,id,dsc96
964,course,id,dsc97
965,course,id,dsc98
966,course,id,dsc99
967,course,id,ece100
968,course,id,ece101
969,course,id,ece102
970,course,id,ece103
971,course,id,ece107
972,course,id,ece108
973,course,id,ece109
974,course,id,ece111
975,course,id,ece115
976,course,id,ece118
977,course,id,ece120
978,course,id,ece121a
979,course,id,ece121b
980,course,id,ece123
981,course,id,ece124
982,course,id,ece125b
983,course,id,ece128a
984,course,id,ece128b
985,course,id,ece128c
986,course,id,ece129
987,course,id,ece134
988,course,id,ece135a
989,course,id,ece135b
990,course,id,ece136l
991,course,id,ece138l
992,course,id,ece140a
993,course,id,ece140b
994,course,id,ece141a
995,course,id,ece141b
996,course,id,ece143
997,course,id,ece144
998,course,id,ece148
999,course,id,ece15
1000,course,id,ece150
1001,course,id,ece153
1002,course,id,ece155
1003,course,id,ece156
1004,course,id,ece157a
1005,course,id,ece157b
1006,course,id,ece158a
1007,course,id,ece158b
1008,course,id,ece159
1009,course,id,ece16
1010,course,id,ece161a
1011,course,id,ece161b
1012,course,id,ece163
1013,course,id,ece164
1014,course,id,ece165
1015,course,id,ece166
1016,course,id,ece17
1017,course,id,ece171a
1018,course,id,ece171b
1019,course,id,ece172a
1020,course,id,ece174
1021,course,id,ece175a
1022,course,id,ece175b
1023,course,id,ece176
1024,course,id,ece180
1025,course,id,ece181
1026,course,id,ece182
1027,course,id,ece183
1028,course,id,ece184
1029,course,id,ece185
1030,course,id,ece187
1031,course,id,ece188
1032,course,id,ece189
1033,course,id,ece190
1034,course,id,ece191
1035,course,id,ece194
1036,course,id,ece195
1037,course,id,ece196
1038,course,id,ece197
1039,course,id,ece198
1040,course,id,ece199
1041,course,id,ece200
1042,course,id,ece201
1043,course,id,ece202
1044,course,id,ece203
1045,course,id,ece204
1046,course,id,ece207a
1047,course,id,ece208
1048,course,id,ece209
1049,course,id,ece212an
1050,course,id,ece212bn
1051,course,id,ece212cn
1052,course,id,ece221
1053,course,id,ece222a
1054,course,id,ece222b
1055,course,id,ece222c
1056,course,id,ece222d
1057,course,id,ece225a
1058,course,id,ece225b
1059,course,id,ece226
1060,course,id,ece227
1061,course,id,ece228
1062,course,id,ece229
1063,course,id,ece230a
1064,course,id,ece230b
1065,course,id,ece230c
1066,course,id,ece235
1067,course,id,ece236a
1068,course,id,ece236b
1069,course,id,ece236c
1070,course,id,ece238a
1071,course,id,ece238b
1072,course,id,ece240a
1073,course,id,ece240b
1074,course,id,ece240c
1075,course,id,ece241a
1076,course,id,ece241b
1077,course,id,ece241c
1078,course,id,ece243b
1079,course,id,ece244a
1080,course,id,ece247a
1081,course,id,ece247b
1082,course,id,ece247c
1083,course,id,ece25
1084,course,id,ece250
1085,course,id,ece251a
1086,course,id,ece251b
1087,course,id,ece251c
1088,course,id,ece251d
1089,course,id,ece252a
1090,course,id,ece252b
1091,course,id,ece253
1092,course,id,ece254
1093,course,id,ece255a
1094,course,id,ece255b
1095,course,id,ece255c
1096,course,id,ece256
1097,course,id,ece257a
1098,course,id,ece257b
1099,course,id,ece257c
1100,course,id,ece258a
1101,course,id,ece258b
1102,course,id,ece259a
1103,course,id,ece259b
1104,course,id,ece259c
1105,course,id,ece260a
1106,course,id,ece260b
1107,course,id,ece260c
1108,course,id,ece264a
1109,course,id,ece264b
1110,course,id,ece264c
1111,course,id,ece264d
1112,course,id,ece265a
1113,course,id,ece265b
1114,course,id,ece265c
1115,course,id,ece265d
1116,course,id,ece267
1117,course,id,ece269
1118,course,id,ece271a
1119,course,id,ece271b
1120,course,id,ece271c
1121,course,id,ece272a
1122,course,id,ece272b
1123,course,id,ece273
1124,course,id,ece275a
1125,course,id,ece275b
1126,course,id,ece276a
1127,course,id,ece276b
1128,course,id,ece276c
1129,course,id,ece277
1130,course,id,ece278
1131,course,id,ece279
1132,course,id,ece280
1133,course,id,ece281
1134,course,id,ece282
1135,course,id,ece283
1136,course,id,ece284
1137,course,id,ece285
1138,course,id,ece286
1139,course,id,ece287
1140,course,id,ece289
1141,course,id,ece290
1142,course,id,ece291
1143,course,id,ece293
1144,course,id,ece294
1145,course,id,ece295
1146,course,id,ece296
1147,course,id,ece297
1148,course,id,ece298
1149,course,id,ece299
1150,course,id,ece30
1151,course,id,ece35
1152,course,id,ece45
1153,course,id,ece5
1154,course,id,ece65
1155,course,id,ece80
1156,course,id,ece87
1157,course,id,ece90
1158,course,id,econ1
1159,course,id,econ100a
1160,course,id,econ100ah
1161,course,id,econ100b
1162,course,id,econ100bh
1163,course,id,econ100c
1164,course,id,econ100ch
1165,course,id,econ101
1166,course,id,econ102
1167,course,id,econ102t
1168,course,id,econ103
1169,course,id,econ105
1170,course,id,econ106
1171,course,id,econ107
1172,course,id,econ109
1173,course,id,econ109t
1174,course,id,econ110a
1175,course,id,econ110ah
1176,course,id,econ110b
1177,course,id,econ110bh
1178,course,id,econ111
1179,course,id,econ112
1180,course,id,econ113
1181,course,id,econ116
1182,course,id,econ117
1183,course,id,econ118
1184,course,id,econ119
1185,course,id,econ120a
1186,course,id,econ120ah
1187,course,id,econ120b
1188,course,id,econ120bh
1189,course,id,econ120c
1190,course,id,econ120ch
1191,course,id,econ121
1192,course,id,econ122
1193,course,id,econ125
1194,course,id,econ129
1195,course,id,econ130
1196,course,id,econ131
1197,course,id,econ132
1198,course,id,econ134
1199,course,id,econ135
1200,course,id,econ136
1201,course,id,econ137
